name,default_name,is_team
((Motoko|Major) Kusanagi|Kusanagi Motoko),Motoko Kusanagi,f
Jasper,Jasper,f
Ares,Ares,f
Poseidon,Poseidon,f
Athena,Athena,f
Apollo,Apollo,f
Heracles,Heracles,f
Inspector Gadget,Inspector Gadget,f
Ip Man,Ip Man,f
Sonny,Sonny,f
James Bond,James Bond,f
Jaws,Jaws,f
Skeletons,Skeletons,f
Jeepers Creepers,Jeepers Creepers,f
Creeper,Creeper,f
Valek,Valek,f
Dredd,Judge Dredd,f
Smolder Bravestone,Smolder Bravestone,f
Kazaam,Kazaam,f
Lapis Lazuli,Lapis Lazuli,f
Gazelle,Gazelle,f
Krampus,Krampus,f
George Kuffs,George Kuffs,f
Chosen One,Chosen One,f
Aang,Aang,f
Zuko,Zuko,f
Leroy Green,Bruce Leroy,f
Bruce Leroy,Bruce Leroy,f
Sho'Nuff,Sho'Nuff,f
(The )?Shogun of Harlem,Sho'Nuff,f
Lavalantulas?,Lavalantulas,f
Malachite,Malachite,f
Abby,Abby,f
Goro Majima,Goro Majima,f
Lyon Gaultier,Lyon Gaultier,f
Lyonheart,Lyon Gaultier,f
Audrey,Audrey,f
Audrey (II|2|Two),Audrey II,f
McQuade,J.J McQuade,f
Legolas,Legolas,f
Pearl,Pearl,f
Ava,Ava,f
#1 Man,1 Man,f
Blacksmith,Blacksmith,f
Red Miller,Red Miller,f
Maya,Maya,f
Joey,Joey,f
Mary Poppins,Mary Poppins,f
The Mask,The Mask,f
Stanley Ipkiss,Stanley Ipkiss,f
Randall,Randall,f
Randall Boggs,Randall Boggs,f
Indiana Jones,Indiana Jones,f
Peridot,Peridot,f
Wilson Fisk,Wilson Fisk,f
Young Justice Team,Young Justice Team,t
Bloodshot,Bloodshot,f
El Dorado,El Dorado,f
Forager,Forager,f
93X666,Inmate 93X666,f
Robot Shooty Thing,Robot Shooty Thing,f
Super Bike,Super Bike,f
Alameda Slim,Alameda Slim,f
Ruby,Ruby,f
Cull Obsidian,Cull Obsidian,f
Sapphire,Sapphire,f
Monkey,Monkey,f
Road Rovers,The Road Rovers,f
Radu,Radu,f
Sardonyx,Sardonyx,f
Olivia Octavius,Olivia Octavius,f
Hank,Hank,f
Smoky Quartz,Smoky Quartz,f
Jack Sparrow,Captain Jack Sparrow,f
Will Turner,Will Turner,f
Max Steel,Max Steel,f
Meteor Man,Meteor Man,f
Bane,Bane,f
Steven Universe,Steven Universe,f
Rita Repulsa,Rita Repulsa,f
Sugilite,Sugilite,f
Tongue Monster,Tongue Monster,f
Ivan Ooze,Ivan Ooze,f
Decoy (John )?Lark,Decoy John Lark,f
Bathroom Guy,Bathroom Guy,f
Guy.+Bathroom,Bathroom Guy,f
Jotaro,Jotaro Kujo,f
Dr.? (Henry )?Jekyll,Dr. Jekyll and Mr. Hyde,f
Nick Morton,Nick Morton,f
Mutant Girl Squad,Mutant Girl Squad,f
Mystery Men,Mystery Men,f
Mr\.? Furious,Mr. Furious,f
Blue Raja,Blue Raja,f
Jenny Johnson,G-Girl,f
G(-| )Girl,G-Girl,f
Okja,Okja,f
(Gabe|Gabriel )?Yulaw,Gabriel Yulaw,f
Gipsy Danger,Gipsy Danger,f
Andy,Andy,f
Elliot,Elliot,f
El Wray,El Wray,f
Dastan,Dastan,f
Inigo,Inigo Montoya,f
Fezzik,Fezzik,f
Last Engineer,The Last Engineer,f
Mutated Fifield,Mutated Fifield,f
Punisher,Punisher,f
Frank Castle,Punisher,f
Leo Barnes,Leo Barnes,f
Nick Gant,Nick Gant,f
Rama,Rama,f
Lizzie,Lizzie,f
Wolverines,Wolverines,f
Nathan Wallace,Repo Man,f
Repo Man,Repo Man,f
Alice,Alice,f
Ricky Ho,Ricky Ho,f
Saiga Riki(-| )Oh,Saiga Riki-Oh,f
Yellow Diamond,Yellow Diamond,f
Robocop,Robocop,f
Alex Murphy,Robocop,f
Antauri,Antauri,f
Apollo Creed,Apollo Creed,f
Clubber Lang,Clubber Lang,f
Ivan Drago,Ivan Drago,f
"Tommy `"The Machine`" Gunn","Tommy `"The Machine`" Gunn",f
Gibson,Gibson,f
"Mason `"The Line`" Dixon","Mason `"The Line`" Dixon",f
Adonis Creed,Adonis Creed,f
Ricky Conlan,Ricky Conlan,f
Robert the Tire,Robert the Tire,f
The Tire,The Tire,f
Jack Frost,Jack Frost,f
Nova,Nova,f
Shark ?boy (and|&) Lava ?girl,Sharkboy and Lavagirl,f
Shark ?boy vs\.? Lava ?girl,Sharkboy and Lavagirl,f
Shark ?boy,Sharkboy,f
Lava ?girl,Lavagirl,f
Sharktopus,Sharktopus,f
Sherlock,Sherlock Holmes,f
Otto,Otto,f
Halo,Halo,f
Mr.? Smith,Mr. Smith,f
Rocky B(a|u)lboa,Rocky Balboa,f
Nic Eastman,Nic Eastman,f
Miho,Miho,f
Bajirao,Bajirao Singham,f
Headless Horseman,Headless Horseman,f
Bo,Bo,f
Bo Wolfe,Bo Wolfe,f
The Snake,The Snake,f
Solomon Kane,Solomon Kane,f
TV Monster,TV Monster,f
Balthazar Blake,Balthazar Blake,f
Lone Starr,Lone Starr,f
Monstars,The Monstars,f
Monstar,The Monstars,f
Grandpa,Grandpa,f
Lamia,Lamia,f
Adira,Adira,f
Steel,Steel,f
Suburban Sasquatch,Suburban Sasquatch,f
Babydoll,Babydoll,f
Kahuna,Kahuna,f
Dragonfly,Dragonfly,f
Cassandra,Cassandra,f
Lance Strongbow,Lance Strongbow,f
Arnwaldo Schnitz,Lance Strongbow,f
Mario,Mario,f
Aqualad,Aqualad,f
Luigi,Luigi,f
Swamp Thing,Swamp Thing,f
Alec Holland,Swamp Thing,f
Agent Bishop,Agent Bishop,f
John Bishop,Agent Bishop,f
Chocolate Mousse,Chocolate Mousse,f
Graboids?,Graboids,f
Achilles,Achilles,f
Underdog,Underdog,f
Michael Corvin,Michael Corvin,f
Selene,Selene,f
Yuri Boyka,Yuri Boyka,f
Gill(-| )?man,Gill-man,f
Shirley,Shirley,f
Villain Whose Name Isn't Shirley,The Villain Whose Name Isn't Shirley,f
Scorpion,Scorpion,f
Beast Boy,Beast Boy,f
Rasslor,Rasslor,f
Taurus Bulba,Taurus Bulba,f
Steerminator,The Steerminator,f
Skarbrand,Skarbrand,f
GIR,GIR,f
Invader Zim,Invader Zim,f
Mysterio,Mysterio,f
Quentin Beck,Mysterio,f
Brother Blood,Brother Blood,f
Kitana,Kitana,f
Storm,Storm,f
Ororo Munroe,Storm,f
Cyborg Robot,Cyborg Robot,f
Gizmo,Gizmo,f
Goatan,Goatan,f
Davy Jones,Davy Jones,f
April Shepard,April Shepard,f
Sharknado,Sharknado,f
Blaziken,Blaziken,f
TMNT,Teenage Mutant Ninja Turtles,f
Raphael,Raphael,f
Leonardo,Leonardo,f
Donatello,Donatello,f
Michelangelo,Michelangelo,f
Baron Draxum,Baron Draxum,f
Polaris,Polaris,f
Lorna Dane,Polaris,f
Pumpkin Rapper,Pumpkin Rapper,f
rogue gallery,Rogue Gallery,f
Jinx,Jinx,f
rogues,Rogues,f
Kid Flash,Kid Flash,f
Ra's al Ghul,Ra's al Ghul,f
Madame? Rouge,Madame Rouge,f
Jonathan Crane,Scarecrow,f
Joker,Joker,f
Two(-| )?Face,Two-Face,f
Red X,Red X,f
Talia al Ghul,Talia al Ghul,f
Speedy,Speedy,f
Jason (Lee )?Scott,Red Ranger,f
Red Ranger,Red Ranger,f
Tyrannosaurus ?Zord,Tyrannosaurus Zord,f
Blue Ranger,Blue Ranger,f
Triceratops ?Zord,Triceratops Zord,f
Kimberly Hart,Pink Ranger,f
Pink Ranger,Pink Ranger,f
Pterodactyl ?Zord,Pterodactyl Zord,f
Yellow Ranger,Yellow Ranger,f
Sabertooth ?Zord,Sabertooth Zord,f
Black Ranger,Black Ranger,f
Mammoth ?Zord,Mammoth Zord,f
Megazord,Megazord,f
Starfire,Starfire,f
Kevin Levin,Kevin Levin,f
Ernie the (Giant )?Chicken,Ernie the Chicken,f
Chicken,Chicken,f
Teen Titans,Teen Titans,t
Terra,Terra,f
Kronk(er)?,Kronk,f
Pepikrankenitz,Kronk,f
Scrappy(-| )Doo,Scrappy-Doo,f
Demons,Demons,f
Foot (Clan )?Ninjas?,Foot Ninja,f
Monster,Monster,f
R'?tas '?Vadum,Rtas 'Vadum,f
Black Knight Ghost,Black Knight Ghost,f
Pterodactyl Ghost,Pterodactyl Ghost,f
"10,?000 Volt Ghost","10,000 Volt Ghost",f
Captain Cutler,Captain Cutler,f
Tar Monster,Tar Monster,f
Skeleton M(a|e)n,Skeleton Men,f
Miner '49er,Miner '49er,f
Miner 49er,Miner '49er,f
Zombie,Zombie,f
Cotton Candy Glob,Cotton Candy Glob,f
Gwangi,Gwangi,f
Keiko,Keiko,f
Monami,Monami,f
Gabriel Van Helsing,Gabriel Van Helsing,f
Foot Tech Ninja,Foot Tech Ninja,f
V,V,f
(V\.?I\.? )?Warshawski,V.I. Warshawski,f
(Mount|Mt)\.? Wilshire,Mount Wilshire,f
Wesley Gibson,Wesley Gibson,f
Sharquoi,Sharquoi,f
The Killer,The Killer,f
Tripods?,Tripod,f
Wendy Wu,Wendy Wu,f
(Doctor |Dr\.? )Loveless,Dr. Arliss Loveless,f
Arliss Loveless,Dr. Arliss Loveless,f
Eborsisk,The Eborsisk,f
Wicked Witch of the West,Wicked Witch of the West,f
Harvey Dent,Harvey Dent,f
Power Rangers,Power Rangers,t
Aragor?n,Aragorn,f
Darks(ei|ie)ds?,Darkseid,f
Guilala,Guilala,f
Zohan,Zohan Dvir,f
Zombeavers,Zombeavers,f
Billy,Billy,f
Farmworld Finn,Farmworld Finn,f
Fern,Fern,f
Finn the Human,Finn the Human,f
Finn Mertens,Finn the Human,f
Finn,Finn,f
Fionna and Cake,Fionna and Cake,f
Fionna the Human,Fionna and Cake,f
Cake the Cat,Fionna and Cake,f
Fionna,Fionna,f
Cake,Cake,f
Phoebe,Phoebe,f
Flame princess,Flame princess,f
Goliad,Goliad,f
Grob Gob,Grob Gob Glob Grod,f
Hunson Abadeer,Hunson Abadeer,f
Huntress Wizard,Huntress Wizard,f
Jake,Jake,f
Jake the Dog,Jake the Dog,f
Lemongrab,Lemongrab,f
Lich,Lich,f
Magic Man,Magic Man,f
Marceline,Marceline,f
Peace Master,Peace Master,f
Princess Bubblegum,Princess Bubblegum,f
Rattleballs,Rattleballs,f
Scorcher,Scorcher,f
X-?J-?7-?7,Susan Strong,f
Susan Strong,Susan Strong,f
Shredder,Shredder,f
Moonchild Corneille,Mr. Moonchild Corneille,f
Nicole Watterson,Nicole Watterson,f
Soundwave,Soundwave,f
Vampire King,Vampire King,t
Vampire Court,Vampire Court,t
Hierophant,Hierophant,f
The Empress,The Empress,f
The Moon,The Moon,f
The Fool,The Fool,f
Evil Turtle,Evil Turtle,f
Dark Dragon,Dark Dragon,f
Haley Long,Haley Long,f
Huntsman (and|&) (the )?Huntsgirl,Huntsman and Huntsgirl,t
Huntsman,Huntsman,f
Huntsgirl,Huntsgirl,f
American Dragon,Jake Long,f
Jake Long,Jake Long,f
Dot Warner,Dot Warner,f
Dot,Dot,f
Chicken Boo,Chicken Boo,f
Katie Ka-?Boom,Katie Ka-Boom,f
Slappy Squirrel,Slappy Squirrel,f
Wakko,Wakko Warner,f
Yakko,Yakko Warner,f
Zhao,Zhao,f
Admiral Zhao,Admiral Zhao,f
Kyoshi,Kyoshi,f
Azula,Azula,f
Combustion Man,Combustion Man,f
Sparky Boom Man,Combustion Man,f
Katara,Katara,f
Sokka,Sokka,f
Toph,Toph,f
Ty Lee,Ty Lee,f
White Lotus,White Lotus,t
Iroh,Iroh,f
Bumi,Bumi,f
Jeong Jeong,Jeong Jeong,f
Piandao,Piandao,f
Batgirl,Batgirl,f
Barbara Gordon,Batgirl,f
Clayface,Clayface,f
Ethan Bennet,Clayface,f
Francis Grey,Francis Grey,f
Man(-| )?Bat,Man-Bat,f
Kirk Langstrom,Man-Bat,f
Robin,Robin,f
Gentleman Ghost,Gentleman Ghost,f
Jim Craddock,Gentleman Ghost,f
John Wilkes Booth,John Wilkes Booth,f
Music Meister,Music Meister,f
Terrible Trio,Terrible Trio,f
Atomic(-| )X,Atomic-X,f
Atomix,Atomix,f
Big Chill,Big Chill,f
Blitzwolfer,Blitzwolfer,f
Brainstorm,Brainstorm,f
Broken Omnitrix,Broken Omnitrix,t
Stink Arms,Stink Arms,f
Diamond Matter,Diamond Matter,f
Heat Jaws,Heat Jaws,f
Bullfrag,Bullfrag,f
Diamondhead,Diamondhead,f
Ditto,Ditto,f
Gaterboy (and|&) Porcupine,Gaterboy & Porcupine,f
Gaterboy,Gaterboy,f
Porcupine,Porcupine,f
Highbreed,Highbreed,f
Kickin Hawk,Kickin Hawk,f
Kraab,Kraab,f
Kundo,Kundo,f
Looma,Looma,f
Malware,Malware,f
Mole(-| )?Stache,Mole-Stache,f
NRG,NRG,f
Pesky Dust,Pesky Dust,f
Prisoner (Number )?775,ChamAlien,f
ChamAlien,ChamAlien,f
Rath,Rath,f
Ripjaws,Ripjaws,f
Sploot,Sploot & Mot Snikrep,f
Mot Snikrep,Sploot & Mot Snikrep,f
Technorg,Technorg,f
Toepick,Toepick,f
Upgrade,Upgrade,f
Vilgax,Vilgax,f
Walkatrout,Walkatrout,f
Way Big,Way Big,f
Wildmutt,Wildmutt,f
The Worst,The Worst,f
Anarky,Anarky,f
Bushido Brown,Bushido Brown,f
Stinkmeaner,Stinkmeaner,f
Huey,Huey,f
Huey Freeman,Huey Freeman,f
Riley,Riley,f
Riley Freeman,Riley Freeman,f
Robert ,Robert ,f
Robert Freeman,Robert Freeman,f
Marshal Bravestarr,Marshal Bravestarr,f
Shaman,Shaman,f
Stampede,Stampede,f
Tex Hex,Tex Hex,f
Thirty(-|/| )Thirty,Thirty-Thirty,f
Zurg,Emperor Zurg,f
Munchapper,Booster Munchapper,f
Buzz Lightyear,Buzz Lightyear,f
Mira Nova,Mira Nova,f
Captain Planet,Captain Planet,f
Captain Pollution,Captain Pollution,f
Duke Nukem,Duke Nukem,f
Kavinsky,Kavinsky,f
Alien( |-)X,Alien X,f
Planeteers?,Planeteers,f
Kwame,Kwame,f
Wheeler,Wheeler,f
Linka,Linka,f
Gi,Gi,f
Ma(-| )Ti,Ma-Ti,f
Borth(-| )Majar,Borth-Majar,f
Cromaxx,Cromaxx,f
Hammerdoom Chantcaller,Hammerdoom Chantcaller,f
Milla'iin,Milla'iin,f
Milla ?iin,Milla'iin,f
Smildon,Smildon,f
Ursis,Ursis,f
Spankulot,Count Spankulot,f
Elfa Strike Squad,Elfa Strike Squad,t
Wintergreen,Wintergreen,f
Coniferous,Coniferous,f
Nutcracker,Nutcracker,f
Snow Angel,Snow Angel,f
Father,Father,f
Knightbrace,Knightbrace,f
(Numbuh|Number) 86,Numbuh 86,f
Sector (V|5|Five),Sector V,t
The Kids Next Door,Sector V,t
The KND,Sector V,t
Numbuh 1,Numbuh 1,f
Nigel Uno,Numbuh 1,f
Numbuh 2,Numbuh 2,f
Hoagie,Hoagie,f
Numbuh 3,Numbuh 3,f
Kuki Sanban,Numbuh 3,f
Kuki,Kuki,f
Numbuh 4,Numbuh 4,f
Numbuh 5,Numbuh 5,f
Abigail Lincoln,Numbuh 5,f
Stickybeard,Stickybeard,f
Toiletnator,Toiletnator,f
Lou Pottingsworth,Toiletnator,f
Vin Moosk,Vin Moosk,f
Courage,Courage,f
Goose God,Goose God,f
King Ramses,King Ramses,f
Danny Phantom,Danny Phantom,f
Dark Danny,Dark Danny,f
Ember McLain,Ember McLain,f
Darkwing Duck,Darkwing Duck,f
Negaduck,Negaduck,f
Ace,Ace,f
Bat(-| )?Hound,Bat-Hound,f
Amazo,Amazo,f
Anthony Romulus,Anthony Romulus,f
Werewolf,Werewolf,f
Batman Beyond,Batman Beyond,f
Terry McGinnis,Batman Beyond,f
Black Canary,Black Canary,f
Blight,Blight,f
Brainithor,Brainithor,f
Lexiac,Brainithor,f
Brainiac-Luthor,Brainithor,f
Luthor-Brainiac,Brainithor,f
Captain Atom,Captain Atom,f
Nathaniel Adams,Captain Atom,f
Shazam,Shazam,f
Curar(é|e),Curaré,f
Female Furies,Female Furies,t
Lashina,Lashina,f
Stompa,Stompa,f
Mad Harriet,Mad Harriet,f
Galatea,Galatea,f
Inque,Inque,f
She(-| )?Bat,She-Bat,f
Francine Langstrom,She-Bat,f
Spaceman Spiff,Spaceman Spiff,f
Stupendous Man,Stupendous Man,f
Phantasm,Phantasm,f
Andrea Beaumont,Phantasm,f
Question,Question,f
The Question,The Question,f
Agent (Six|6),Agent Six,f
Sinestro,Sinestro,f
Stalker,Stalker,f
Tygrus,Tygrus,f
Adult Timmy,Adult Timmy,f
Cat ?man,Catman,f
Crimson Chin,Crimson Chin,f
Nega(-| )?Chin,Nega-Chin,f
Liam Neeson,Liam Neeson,f
Stewie,Stewie Griffin,f
Giant Bender,Giant Bender,f
Were-?Car Bender,Were-Car Bender,f
Zoidberg,Zoidberg,f
David Xanatos,David Xanatos,f
Demona,Demona,f
Goliath,Goliath,f
Macbeth,Macbeth,f
Anansi,Anansi,f
Anubis,Anubis,f
Banshee,Banshee,f
Coyote,Coyote,f
Grandmother,Grandmother,f
Odin,Odin,f
Puck,Puck,f
Raven,Raven,f
The Weird Sisters,The Weird Sisters,f
Luna,Luna,f
Seline,Seline,f
Oberon,Oberon,t
Six,Six,f
Breach,Breach,f
Rex Salazar,Rex Salazar,f
Rex,Rex,f
Van Kleiss,Van Kleiss,f
Ford Pines,Ford Pines,f
The Author,The Author,f
Chutzpar,Chutzpar,f
Gnomes,Gnomes,f
Gnome,Gnome,f
Jeff,Jeff,f
Shmebulock,Shmebulock,f
Norman,Norman,f
Giant Gnome,Giant Gnome,f
Gnome Giant,Giant Gnome,f
Gremloblin,Gremloblin,f
Manly Dan,Manly Dan,f
Rumble McSkirmish,Rumble McSkirmish,f
Time Baby,Time Baby,f
Wendy Corduroy,Wendy Corduroy,f
Eris,Eris,f
Grim,Grim,f
Hoss Delgado,Hoss Delgado,f
Daolon,Daolon Wong,f
Jackie Chan,Jackie Chan,f
Tohru,Tohru,f
Air Nation,The Air Nation,t
Flying Bison,Flying Bison,f
Tenzin,Tenzin,f
Jinora,Jinora,f
Ikki,Ikki,f
Meelo,Meelo,f
Kai,Kai,f
Opal,Opal,f
Daw,Daw,f
Amon,Amon,f
Korra,Korra,f
Bolin,Bolin,f
Kuvira,Kuvira,f
Lin Beifong,Lin Beifong,f
The Flash,The Flash,f
Bill C(i|y)phers?,Bill Cipher,f
Mako,Mako,f
Naga,Naga,f
Nuktuk,Nuktuk,f
Red Lotus,Red Lotus,t
Ghazan,Ghazan,f
Ming(-| )Hua,Ming-Hua,f
P'Li,P'Li,f
Zaheer,Zaheer,f
Team Avatar,Team Avatar,t
Asami,Asami,f
Pabu,Pabu,f
Ace Bunny,Ace Bunny,f
Danger Duck,Danger Duck,f
Lexi Bunny,Lexi Bunny,f
Loonatics,Loonatics,t
Massive,Massive,f
Rev Runner,Rev Runner,f
Slam Tasmanian,Slam Tasmanian,f
Tech E\.? Coyote,Tech E. Coyote,f
Alien Robots,Alien Robots,f
Spider-?Pod,Spider-Pod,f
43,43,f
Number One,Number One,f
Gila Monster,Gila Monster,f
Chat Noir,Chat Noir,f
Adrien Agreste,Chat Noir,f
Ladybug,Ladybug,f
Hideyoshi,Hideyoshi,f
Jax,Jax,f
Karbrac,Karbrac,f
Kiva,Kiva,f
Komodai,Komodai,f
Liu Kang,Liu Kang,f
Nightwolf,Nightwolf,f
Oniro,Oniro,f
Sonya,Sonya,f
Sub(-| )?Zero,Sub-Zero,f
Outworld Wildlife,Wildlife of Outworld,t
Wildlife of Outworld,Wildlife of Outworld,t
Red Demons?,Red Demons,f
Motaro,Motaro,f
Centaurians?,Centaurians,f
Pentacephalous Monster,Pentacephalous Monster,f
Bugbear,Bugbear,f
Derpy Hooves,Derpy Hooves,f
Discord,Discord,f
Equestria,Equestria,t
Celestia,Celestia,f
Cadance,Cadance,f
Earth Pon(y|ies),Earth Ponies,f
Pegasus,Pegasus,f
Unicorns?,Unicorn,f
Nightmare Moon,Nightmare Moon,f
King Sombra,King Sombra,f
Tirek,Tirek,f
Dragons?,Dragon,f
The Hydra,The Hydra,f
Mane Six,Mane Six,t
Rainbow Dash,Rainbow Dash,f
Pinkie Pie,Pinkie Pie,f
Rarity,Rarity,f
Applejack,Applejack,f
Fluttershy,Fluttershy,f
Manticore,Manticore,f
Maud Pie,Maud Pie,f
Maulwurf,Maulwurf,f
Pillars of Equestria,Pillars of Equestria,t
Star Swirl,Star Swirl,f
Rockhoof,Rockhoof,f
Mistmane,Mistmane,f
Flash Magnus,Flash Magnus,f
Somnambula,Somnambula,f
Meadowbrook,Mage Meadowbrook,f
The Roc,The Roc,f
Starlight Glimmer,Starlight Glimmer,f
Tempest Shadow,Tempest Shadow,f
Tirac,Tirac,f
Twilight Sparkle,Twilight Sparkle,f
Ursa Minor,Ursa Minor,f
Boxmore,Boxmore Corporation,t
Boxman,Boxman,f
Darrell,Darrell,f
Shannon,Shannon,f
Raymond,Raymond,f
Jethro,Jethro,f
Ernesto,Ernesto,f
Mikayla,Mikayla,f
Boxman (Jr|Junior),Boxman Jr.,f
Enid,Enid,f
K\.?O,K.O.,f
Mr\.? Gar,Mr. Gar,f
Radicles,Radicles,f
Rad,Rad,f
HIM,HIM,f
Mojo Jojo,Mojo Jojo,f
Mojo Jojo's (Giant )Robot,Mojo Jojo's Giant Robot,f
"Blossom, Buttercup,? (& |and )?Bubbles",Powerpuff Girls,t
Blossom vs\.? Buttercup vs\.? Bubbles,Powerpuff Girls,t
Blossom vs\.? Bubbles vs\.? Buttercup,Powerpuff Girls,t
Blossom,Blossom,f
Bubbles,Bubbles,f
Buttercup,Buttercup,f
AndrAIa,AndrAIa,f
Bob,Bob,f
Enzo Matrix,Enzo Matrix,f
Gigabyte,Gigabyte,f
Hexadecimal,Hexadecimal,f
Megabyte,Megabyte,f
Pickle Rick,Pickle Rick,f
Rick Sanchez,Rick Sanchez,f
Rick,Rick,f
Scary Terry,Scary Terry,f
Vindicators,Vindicators,f
Aku,Aku,f
Ashi,Ashi,f
Demongo,Demongo,f
Samurai Jack,Samurai Jack,f
Scaramouche,Scaramouche,f
Scotsman,Scotsman,f
Snowman,Snowman,f
The Thief,The Thief,f
Drew Saturday,Drew Saturday,f
Fiskerton Saturday,Fiskerton Saturday,f
Fisk Saturday,Fiskerton Saturday,f
Komodo Saturday,Komodo Saturday,f
Leonidas Van Rook,Leonidas Van Rook,f
The Saturdays,The Saturdays,t
Doc Saturday,Doc Saturday,f
Solomon Saturday,Doc Saturday,f
Tsul'Kalu,Tsul'Kalu,f
Zak Saturday,Zak Saturday,f
Zon Saturday,Zon Saturday,f
Couch,Couch,f
Fallout Boy,Fallout Boy,f
Hank Scorpio,Hank Scorpio,f
Radioactive Man,Radioactive Man,f
Stretch Dude (&|and) Clobber Girl,Stretch Dude & Clobber Girl,t
Stretch Dude,Stretch Dude,f
Clobber Girl,Clobber Girl,f
Manbearpig,Manbearpig,f
Satan,Satan,f
Damien,Damien,f
Super Best Friends,Super Best Friends,t
Jesus,Jesus,f
Moses,Moses,f
Power ?puff Girls,Powerpuff Girls,t
Chrysalis,Chrysalis,f
Muhammad,Muhammad,f
Lao Tse,Lao Tse,f
Joseph Smith,Joseph Smith,f
Buddha,Buddha,f
Krishna,Krishna,f
Seaman,Seaman,f
Black Cat,Black Cat,f
The Enforcers,The Enforcers,t
Montana,Montana,f
Fancy Dan,Fancy Dan,f
Ricochet,Ricochet,f
Ox,Ox,f
Kraven,Kraven,f
Tombstone,Tombstone,f
Hammerhead,Hammerhead,f
Adamai,Adamai,f
Amalia,Amalia,f
Amalia Sheram Sharm,Amalia Sheram Sharm,f
Anathar,Anathar,f
Evangelyne,Evangelyne,f
Goultard,Goultard,f
Grougaloragran,Grougaloragran,f
Grougal,Grougaloragran,f
Nox,Nox,f
Phaerys,Phaerys,f
Qilby,Qilby,f
Ruel Stroud,Ruel Stroud,f
Komachi,Komachi,f
Komachi Onozuka,Komachi Onozuka,f
Black ?Panther,Black Panther,f
Justice Guild of America,Justice Guild of America,t
Tom Turbine,Tom Turbine,f
Cat Man,Cat Man,f
Black Siren,Black Siren,f
Green Guardsman,Green Guardsman,f
Streak,Streak,f
Ray Thompson,Ray Thompson,f
Paige Matthews,Paige Matthews,f
Tristepin,Tristepin de Percedal,f
Titans,Titans,t
Percedal,Tristepin de Percedal,f
Sir Percedal of Sadlygrove,Tristepin de Percedal,f
Raze ?time,XII Razetime,f
Yugo,Yugo,f
Captain Tim,Captain Tim,f
Lord Dominator,Lord Dominator,f
Lord Hater,Lord Hater,f
Watchdogs,Watchdogs,f
Arsenal,Arsenal,f
Aquagirl,Aquagirl,f
Tula,Aquagirl,f
Kaldur'ahm,Aqualad,f
Garfield Logan,Beast Boy,f
Utsuho Reiuji,Utsuho Reiuji,f
Alice Margatroid,Alice Margatroid,f
Bumblebee,Bumblebee,f
Karen Beecher,Bumblebee,f
Guardian,Guardian,f
Mal Duncan,Guardian,f
Green Lantern,Green Lantern,f
Guy Gardner,Guy Gardner,f
Martian Manhunter,Martian Manhunter,f
Hawkman,Hawkman,f
Hawkwoman,Hawkwoman,f
Zatara,Zatara,f
Dinah Lance,Black Canary,f
Red Tornado,Red Tornado,f
Atom,Atom,f
Plastic Man,Plastic Man,f
Icon,Icon,f
Red Arrow,Red Arrow,f
Zatanna,Zatanna,f
Impulse,Impulse,f
Lagoon Boy,Lagoon Boy,f
Miss Martian,Miss Martian,f
Nightwing,Nightwing,f
Sphere,Sphere,f
Static,Static,f
Spider(-| )?Mans?,Spider-Man,f
Young Justice,Young Justice,t
The Team,The Team,t
Tempest,Tempest,f
Tigress,Tigress,f
Wonder ?Girl,Wonder Girl,f
Robotnik,Robotnik,f
Roger,Roger,f
Amy,Amy,f
Sterling Archer,Sterling Archer,f
Captain Pronin,Captain Pronin,f
Endive,Endive,f
Cordie,Cordie,f
XANA,XANA,f
Evillak,Evillak,f
Cubix,Cubix,f
Dan,Dan,f
Dave the Barbarian,Dave the Barbarian,f
Fang,Fang,f
Ajax the Gorilla,Ajax the Gorilla,f
Mickey's Mechanical Man,Mickey's Mechanical Man,f
El Tigre,El Tigre,f
Manny Rivera,El Tigre,f
Gaia Everfree,Gaia Everfree,f
Lieutenant Gadget,Lieutenant Gadget,f
Hammerman,Hammerman,f
Mickey Mouse,Mickey Mouse,f
Jabberjaw,Jabberjaw,f
Johnny Bravo,Johnny Bravo,f
Val ?hallen,Valhallen,f
Gill,Gill,f
Cotton Hill,Cotton Hill,f
Monsignor Martinez,Monsignor Martinez,f
Richard Aldana,Richard Aldana,f
Calamity Jane,Calamity Jane,f
Sun Slammer,Sun Slammer,f
Link,Link,f
Zelda,Zelda,f
Giovanni Jones,Giovanni Jones,f
Giovanni,Giovanni,f
Loud (House )?family,Loud Family,t
Lori Loud,Lori Loud,f
Leni Loud,Leni Loud,f
Luna Loud,Luna Loud,f
Luan Loud,Luan Loud,f
Lynn Loud,Lynn Loud,f
Lincoln Loud,Lincoln Loud,f
Lucy Loud,Lucy Loud,f
Lola Loud,Lola Loud,f
Lana Loud,Lana Loud,f
Lisa Loud,Lisa Loud,f
Lily Loud,Lily Loud,f
Magic School Bus,Magic School Bus,f
Crimson Dynamo,Crimson Dynamo,f
Galina Nemirovsky,Crimson Dynamo,f
The Spot,The Spot,f
Mega ?Man,Mega Man,f
Megas XLR,Megas XLR,f
Nathan Explosion,Nathan Explosion,f
Droopy,Droopy,f
Rikochet,Rikochet,f
Jenny Wakeman,Jenny Wakeman,f
XJ-?9,Jenny Wakeman,f
Vexus,Queen Vexus,f
